Guid	Word	Reading	ContextHint
CqLdKUP&Vo	浸る	ひたる	水や雰囲気の中にすっぽり入る
yxMXp)SA3:	披露	ひろう	新しいことを皆に発表すること
P{==Y2wUl4	演奏	えんそう	楽器を使って音楽を聞かせる
xcU9>yk?tq	街道	かいどう	昔ながらの主要な通り
bO^*hm.T=B	敵う	かなう	相手と勝負して同等の力がある
j4`nB[u{O7	嘆く	なげく	悲しみや悔しさを表現する
mp1xXL;C(n	曇る	くもる	空全体が雲で覆われる様子
kl-Bj{KbA[	抗う	あらがう	力や圧力に逆らって戦う
A@],~VK.WC	阻止	そし	何かが起きないように防ぐこと
c_M/OU!a17	留める	とめる	動かないように固定すること
o~eUaOF{@p	お祝い	おいわい	めでたい時に渡す気持ちの品
Ggo[at!1`{	牛	うし	牧場で飼われる大きな動物
pdft]orD}c	行方不明	ゆくえふめい	どこにいるのかわからなくなること
rj&I{}L/7a	一晩	ひとばん	夜の間ずっと通してのこと
Ps>=kn_gI1	溺れる	おぼれる	水中で息ができなくなる
"l6Un#n^:,o"	斜め	ななめ	まっすぐではなく傾いた方向
sT!^kIS1IE	枕	まくら	寝る時に頭の下に置く物
xfIby+`{?N	化粧	けしょう	顔を綺麗に見せるための品
L!_nE;@Ne,	暗殺	あんさつ	人を陰でこっそりころすこと
l+xa/)xen5	耐性	たいせい	厳しい条件にたえられる特質
nYm(rPD>sf	熊	くま	山に住む大きくて強い動物
"IAF|%Yr#/8"	試みる	こころみる	うまくいくかどうかやってみる
uel4QdHdcX	最期	さいご	命が終わるその時のこと
vsoLa%w?f5	肘	ひじ	腕の関節の出っ張った部分
FxxQX<oh47	矛盾	むじゅん	話の内容が合わないこと
hMV>4c@^n8	受付	うけつけ	来客を迎えるための窓口
"Q[U/n+<#2<"	処刑	しょけい	罪人に対して命を奪う罰
"PDgA#St^j1"	退治	たいじ	悪者や害虫を倒して取り除く
OT-<9:_xj[	逮捕	たいほ	警察が犯人をつかまえること
NFQr?+EoR%	祭	まつり	神社で行われる賑やかな行事
n|iTsd<2h.	遺体	いたい	亡くなった人のからだのこと
BNX+fKt!,|	花火	はなび	夜空に打ち上げられる美しいもの
mL[l%uzQ(_	偉大	いだい	他を圧倒するほど立派な様子
"i)C:Y?#Xvp"	弾む	はずむ	勢いよく跳ね上がる様子
BVs`v>Eje}	神社	じんじゃ	かみさまをまつる宗教建築
iHp4vwBZ)O	谷	たに	山と山の間の低い土地
n1!*t>Z^b*	洗濯	せんたく	衣類をあらって清潔にすること
Dh3-`A$hB]	皮膚	ひふ	体の表面を覆っている層
w`&6npF%*E	借金	しゃっきん	人からおかねをかりて返す義務
MXUOsy{=?C	左腕	さわん	体のひだり側にある手の部分
jTvPD[*:U+	解る	わかる	物事の意味や理由がのみこめる
ELL}N[xDZT	砂糖	さとう	甘い味付けに使う白い粒子
o6~au%_|va	滞在	たいざい	旅行先で数日間過ごすこと
Kg-h$*US[$	浮気	うわき	恋人以外の人に心が移ること
c<A~4.Ns.U	紅	くれない	深く鮮やかな赤色のこと
L@R0-bB!!<	治癒	ちゆ	病気やけがが完全に良くなること
g:GgmQb8;.	我が家	わがや	自分とその身内が住むいえ
d9p6Oot0ZR	生き延びる	いきのびる	危険な状況でも死なずにいる
IU,qZzS37N	涼しい	すずしい	暑さがなくて快適な気温
nC5Ddco6hR	水面	すいめん	みずの上の平らな部分
FcWq1lj,HA	代物	しろもの	特定の価値を持つ品のこと
jDw*&1JEaM	ご褒美	ごほうび	頑張った人に与えられる品
KneVEB[BW&	殺気	さっき	相手をころそうとする鋭いけはい
z69H4dgejo	傘	かさ	雨や日差しを防ぐ道具
NjWvGmMf.2	台所	だいどころ	料理をするための部屋のこと
QCC=n@N,Bo	定める	さだめる	規則や目標をはっきり決める
K?FvYM[%h?	魔獣	まじゅう	不思議な力に関係する生物
B39Os(zfi-	要請	ようせい	正式に強く願い出ること
AdXMl|>%W~	飛行	ひこう	航空機が空を移動すること
qrQ%_b0Q&=	紫	むらさき	赤と青を混ぜたような色
f*;%P9%fZw	泡	あわ	液体中にできる丸い気体の粒
PPz$r}yVVo	薬草	やくそう	くすりの材料として使われる野の植物
"C#o+6nFL{E"	消耗	しょうもう	体力や物が減っていくこと
u[SDG,mFiW	泥	どろ	水と土が混ざった状態
D=m]!P^Fr,	乾杯	かんぱい	グラスを合わせて飲む前の挨拶
br1oYMJMUO	樹	き	大きな幹と枝を持つ植物
