Guid	Word	Reading	ContextHint
"b`Ds[#7!(S"	調べる	しらべる	疑問を解決するため確認する
uGVmLK!tp*	急ぐ	いそぐ	素早く行動しようとする
"lZ8P#2te~d"	側	がわ	あるものの近くの位置
NQ(qtd7Z~P	事件	じけん	社会的に注目される出来事
m_ir,RZqQl	返事	へんじ	問いかけに答える
"s%N#/fl,n/"	切る	きる	刃物で分断する
B@jdookxCJ	重い	おもい	持った時にずっしり感がある
M/q0ol`b(>	逆	ぎゃく	順序や方向が反対
K7:dg`9hI)	納得	なっとく	理解して心から同意する
NtLRw3_r8~	叫ぶ	さけぶ	大声で発する
jLaXc~{H.r	集まる	あつまる	一つの場所に寄り合う
CzY;S9@>[%	構う	かまう	気にかけて面倒を見る
LULI^W:=[A	王	おう	一国の最高支配者
hI`B883x}(	途中	とちゅう	道の半ばや進行が完了していない状態
