Guid	Word	Reading	ContextHint
b]`jx54`v&	緑	みどり	草木の葉のような色合い
KfY~;?WIWD	最低	さいてい	これ以上悪くなりようがない状態
DW3CaBV).5	照れる	てれる	褒められて恥ずかしくなる気持ち
tdJgo&o={h	圧倒的	あっとうてき	他の全てを寄せつけない勢い
wAf{J>vxm&	評価	ひょうか	物事の良し悪しを判断すること
Lvn9{M$i*G	承知	しょうち	相手の頼みを了解して引き受けること
lk&}5a+$8c	会社	かいしゃ	人が集まって仕事をする組織
jt|TxJ~ySp	休憩	きゅうけい	作業の途中で一旦休むこと
o}hpzL=P(-	お父様	おとうさま	自分の父親を丁寧に呼ぶ言葉
GX@v93Nng-	控える	ひかえる	行動をぐっと抑えて出ないようにする
F>D$,Wq!3E	刺す	さす	刃物を相手に突き立てる
DzkHM>f6eD	管理	かんり	組織や物事をうまく運営すること
nC<XDeC/)h	爪	つめ	指の先にある硬い部分
H{/M@tTK0I	純粋	じゅんすい	混じりけがなく清らかな様子
s:04P/61AG	玄関	げんかん	家の正面の出入り口のこと
mgw!1i`CfM	泳ぐ	およぐ	水の中を手足で動いて進む
ObUPi|*[t6	集団	しゅうだん	たくさんの人が集まったまとまり
r@,3YA`-UW	糸	いと	布を縫うための細い繊維
EW=Ll)?0-	亡くなる	なくなる	人がこの世からいなくなること
Nx(D/E!&YE	蹴る	ける	足を使って物を強く弾き飛ばす
s+gm-l5L]{	促す	うながす	相手に早く行動するよう急かす
y{zJTzM%!X	慎重	しんちょう	よく考えて落ち着いて行動する様子
"L*n#]lRzoU"	装備	そうび	戦いなどに備えて身につける品物
"o!lb#UO~gU"	防御	ぼうぎょ	攻撃から身をかばうこと
sD{ilb^8m2	観察	かんさつ	じっくりと様子を見て調べること
I?;EfHDlu0	女神	めがみ	信仰の対象である女性の神様
fpwt&2_=Tm	教師	きょうし	学校で生徒に知識を教える人
B052S`8(cp	出発	しゅっぱつ	旅に出るときにその場所を離れること
t^,_taz?{>	次第	しだい	状況によって結果が変わることを示す言葉
xFTXV~w>1*	程	ほど	程度や分量を表す言葉
kTzgd-yqZI	確保	かくほ	必要なものを手に入れて守ること
tE95@4UfiI	目を覚ます	めをさます	寝ている人を起こして意識を戻させる
A==%wjEL[_	徐々に	じょじょに	ゆっくりと少しずつ変化していく様子
h=+ZC7/SjI	卒業	そつぎょう	学校での課程を全て終えること
z7K/x>Rl:<	被害	ひがい	災害や事故による悪い影響
l;:0Mx7pB~	注ぐ	そそぐ	容器の中に液体を流し入れる
"h-QK#R2xC1"	刻む	きざむ	刃物で細かく切り分ける作業
m@SeIu!Vrl	靴	くつ	足に履く外履きの道具
GZZx[;yU?y	素早い	すばやい	動作がとても速い様子
McLs(Xz~N2	環境	かんきょう	周りの状況や自然の状態
C.~L2uD5~t	容赦	ようしゃ	相手に情けをかける気持ち
dp5:Z0+6.,	刃	は	刀や包丁の切れる側の部分
tm!A{5TDdW	青年	せいねん	大人になりたての若い男性
nWo1TxC_+!	脳	のう	頭蓋骨の中にある重要な臓器
jEm2r8m2V[	回収	かいしゅう	配った物や捨てられた物を集める
y@7ZS*vgr1	書類	しょるい	仕事で使う紙の文書類
b~Rp:7>bfI	及ぶ	およぶ	影響や範囲がある所まで届く
i36kou:V?A	譲る	ゆずる	自分のものを相手に渡して任せる
"cD#a.LNK$n"	土地	とち	建物を建てるための地面
sqEuBH/<B@	稼ぐ	かせぐ	働いてお金を得ること
AJZ~VtMrCM	折れる	おれる	強い力で物が二つに分かれる
N&WMCqH;YY	笑い声	わらいごえ	楽しい時に人が出す音
^1Z_~,r9U	厄介	やっかい	面倒で処理が難しい様子
GSqFIGSn?d	鉄	てつ	磁石にくっつく金属の一種
dwJ*5usIGj	土	つち	地面を覆っている茶色い物質
F!,DcscNM^	今朝	けさ	今日の朝の時間帯のこと
qGiivgu%PQ	翌日	よくじつ	ある日の次の日のこと
m-bJ8V+$k+	端	はし	細長い物の両側の先っぽ
"A#]I27dub"	絡む	からむ	紐や物が複雑に巻きつく
qA3z`{<Oh^	撮る	とる	カメラで画像として記録する
y$|i;C[[GW	宿	やど	旅先で泊まるための場所
FkxXUpZ;K!	素材	そざい	何かを作るための元の材料
cgT;eiAg^A	吹く	ふく	口から息を強く吐き出す
EU?6tn|<A1	監視	かんし	動きがないかじっと見張ること
h[M(ld]7[H	堂々	どうどう	周りを気にせず立派に振る舞う様子
vjqjlcs|Ew	安い	やすい	値段が低くて手頃な様子
oKHPX%sH/Q	破る	やぶる	紙や布を力で引き裂く
i4Q8lE&kHW	幸い	さいわい	運良く良い結果になること
uwS|1s:u3[	奇跡	きせき	普通では起こりえない素晴らしい出来事
cRz@$e?BxM	盛り上がる	もりあがる	イベントなどで熱気が高まる
u>S:CDg+SE	治る	なおる	怪我や病気が良くなる
dV$)Ub,z%m	北	きた	地図で上にあたる方角
m%^ioGX+%]	細かい	こまかい	非常によく気が行き届いている様子
mm,Oxk4U0q	閉める	しめる	開いている戸を動かして塞ぐ
fpzfZD8UU^	試合	しあい	スポーツなどで勝敗を競うこと
JJ_U{;sJaV	虫	むし	小さな足の多い生き物
z+Cf9(Zy;R	回避	かいひ	危険やトラブルをうまく避けること
xZl.SqoW[k	生える	はえる	草木が地面から出て伸びる
i:m@Kh!oxE	接触	せっしょく	二つの物がふれ合うこと
hb)nP1Waz$	舞台	ぶたい	演劇や演奏を行うための場所
O_)YA=E1g<	説得	せっとく	相手に分かってもらうよう言葉を尽くす
m`SgD!hb&U	施設	しせつ	公共のために作られた建物や設備
j]jr[M>p-T	威力	いりょく	他を圧倒する強い力のこと
"dM~W#hr-]7"	斬る	きる	刀を使って相手を切り倒す
EoNM8+pHpV	品	ひん	店で売られている製品
knt`/]=@<r	教育	きょういく	子供に知識や道徳を教えること
"m5#bf2_Vhi"	僅か	わずか	量や程度がとても少ない様子
dIo~toO|U>	暑い	あつい	気温が高くて汗が出る状態
"s{q6hv#i1P"	冒険者	ぼうけんしゃ	危険を承知で旅に出る人
M620|1M]MO	設定	せってい	ルールや数値を決めておくこと
B|-W8QJ4O4	訴える	うったえる	裁判所に正式に申し出る
uO.W,wUhP7	誓う	ちかう	神仏に約束するように固く約束をする
misQ,K&wvq	顎	あご	口の下にある骨の部分
Ay0Kl@%^Ou	夫	おっと	結婚した相手の男性のこと
COa42S>Fx,	謝罪	しゃざい	自分の過ちを認めて謝ること
Lg*~3SIW+y	治療	ちりょう	医者が患者の病気をなおすこと
Ra9HPi)MQ|	要求	ようきゅう	強く必要だと相手に伝えること
O)${RL/<;@	塊	かたまり	柔らかい物が丸く固まったもの
E{Lrph[zJ)	操作	そうさ	機械を動かすための動作
"Ln#r/TZ^Ap"	公爵	こうしゃく	貴族の位の一つで王様に次ぐ
l^j7{Ig11	伝説	でんせつ	昔から語り継がれてきた物語
y5y%hAwt,k	割れる	われる	固い物が衝撃でいくつかに分かれる
"oVg#xObc5:"	紅茶	こうちゃ	赤茶色の飲み物のこと
JO`f$Mn0K	矢	や	弓で射るための細長い武器
w]9HaB!CsV	濃い	こい	色や味が強く出ている様子
cufi>KW|e{	昼	ひる	太陽が高く上がっている時間帯
l6F<-{|vC$	侵入	しんにゅう	他人の領域に無断で入ること
P[i&p5fV})	悟る	さとる	物事の本質を深く理解する
qv;.~gVJ2	映画	えいが	大きな画面で見る映像作品
sQW<3^,8Dp	交渉	こうしょう	条件について話し合うこと
h>2WquTAI7	招く	まねく	自分の家や場所に呼ぶ
y@K;iEp718	任務	にんむ	与えられた仕事や役割
y:gsf|<C!$	西	にし	太陽が沈む方角のこと
r9240:?*)X	大勢	おおぜい	とてもたくさんの人が集まる様子
c,4z[tP<B/	導く	みちびく	目的地まで連れて行くこと
tPjNSB|<9%	逃れる	のがれる	危険や束縛から抜け出す
L+q)Vg~R$h	駆け寄る	かけよる	走って人のそばに行く
Nu)q%2j|}y	立ち止まる	たちどまる	進むのをやめてその場でとまる
QO+/*cBkWI	捉える	とらえる	動くものをしっかりとつかまえる
dA+a+eLRW	反省	はんせい	自分の行いを振り返って考える
ryJq2k$c+.	人数	にんずう	集まった人の合計の値
fJ9KpI3%`V	狂う	くるう	正常な状態ではなくなる
QahaZI)c]t	帝国	ていこく	皇帝が支配している大きな国
qF<Y@1kxM	機械	きかい	動力で動く精密な装置
ipxp*,%h0{	周辺	しゅうへん	ある場所の周りの地域
kq&!9<l=Ap	夕食	ゆうしょく	夜の時間帯にとる食事
E,)Mg{4(c%	浴びる	あびる	湯船に入ったり水を全身にかける
mYyp3^jw3?	朝食	ちょうしょく	朝に食べる一日目の食事
PazOIk@MlS	時々	ときどき	いつもではないがたまに行う頻度
CZ<mx&gayD	不幸	ふこう	運が悪く悲しい出来事
O%EOf-UVR2	通路	つうろ	人が通れるように作られた道
"eHdV*z7#|b"	師匠	ししょう	芸事や技術を教えてくれる人
K``tp:;b)T	雲	くも	空に浮かぶ白くふわふわしたもの
HJpsm.Kzm(	種	くさ	REVIEW_NEEDED
Iu[F%=EurS	処理	しょり	入ってきた仕事や情報を片付ける
sa*fb~*d3]	銃	じゅう	弾丸を発射する小型武器
x&_?z?o*x>	交わす	かわす	お互いに言葉や物をやりとりする
zOVIaQ!g}]	精霊	せいれい	自然の中に宿っていると言われる存在
Lk`lr}n$(h	脱出	だっしゅつ	危険な場所から外へ逃げ出す
p/>.Z;pPT5	夕方	ゆうがた	日が沈みかける頃の時間帯
xgJG8o./J5	湧く	わく	水が地面の下から出てくる
dpxuCSz1lP	鍛える	きたえる	体や技を厳しく練習して強くする
bt6pw/$])/	縛る	しばる	紐でぐるぐる巻きにして動けなくする
j)X&QZh76X	羨ましい	うらやましい	他人の良い状態を見て自分も欲しいと思う気持ち
OcMNEfXqJ4	詰まる	つまる	隙間がなくいっぱいになる
MJZT~_Nq6D	地球	ちきゅう	私たちが住んでいる惑星
"KF#lqRCR3I"	主張	しゅちょう	自分の意見を強く言い通すこと
n;qVkYRWBu	内側	うちがわ	境界よりも中にあたる部分
JqQt%%]!09	伯爵	はくしゃく	貴族の位の名前の一つ
Mi}M7iwXU:	二十	はたち	大人として認められる年齢
pYuj6kQX:0	登場	とうじょう	物語や舞台に人物が出てくること
MYjieT*NWQ	一斉に	いっせいに	みんなが同時に同じ行動をする様子
MFt4N_^y~h	銀	ぎん	白く輝く貴重な金属素材
B67-_Rbpqb	溶ける	とける	固形物が熱で液体になる
PR0O}j?w*}	逆らう	さからう	指示や流れに従わず反する
KEPh[loTFO	暴走	ぼうそう	制御がきかずに突っ走ること
Meeh&8f^tE	困惑	こんわく	どうしていいか分からず困ること
"Hy2#aAu?3k"	草	くさ	地面に生えている緑色の植物
n{:hl8!x,3	四人	よにん	人数がちょうど四であること
o.e<|u!Nh	膨らむ	ふくらむ	内側から押されて大きくなる
GkN>*BK`zC	尽くす	つくす	持っている力を全て使い切る
GP`(M<kA20	野菜	やさい	畑で作られる食用の植物
zs?)O4}Tic	結論	けつろん	話し合いや考えの最終的な判断
"e=RYmT#*g3"	復活	ふっかつ	一度終わったものが再びよみがえる
uWrSnxHaCg	脚	あし	体を支えて歩くための部分
JcA$)+dq)<	禁止	きんし	法律や規則でやってはいけないこと
qrC+H=i}32	聖	せい	神聖で清らかで尊い様子
P;S2_:6RwB	恋愛	れんあい	異性に強く惹かれる気持ち
n?ze@Z1sz3	指摘	してき	間違いや問題点を具体的に示すこと
yg4}xKnOiy	好み	このみ	個人の好き嫌いの傾向
lUI=>Yt:l8	卵	たまご	鳥が産む殻に包まれたもの
y,^(6&;{v2	都市	とし	人が多く住む大きな町
k/24^G@emb	夢中	むちゅう	他のことが目に入らないほど集中する
yv5,)qX^R9	百	ひゃく	十の十倍にあたる数字
HAtj/!gsJB	お尻	おしり	座った時に体重を支える体の部分
xX%wBR~&+O	個	こ	物をひとつずつ数える言葉
JUPWY,k81L	挑む	いどむ	強い相手や難しいことに立ち向かう
w([{En3zZQ	異なる	ことなる	比較した時に同じでないこと
MMkb}4/QrX	地図	ちず	道案内のために描かれた絵
oUzJcqVpI;	愚か	おろか	賢くなくばかげている様子
rUN>a}<7VA	小	しょう	大きさが中くらいより下の程度
kfSm32i![o	泊まる	とまる	旅先で夜を過ごすために寝る
BLv*)/N68J	音楽	おんがく	メロディーやリズムのある芸術
DsSe`-)}b?	産む	うむ	母親が子供をこの世に出す
E3)@w3<Rw!	匹	ひき	小動物の数を数える単位
h9%bWc4YCN	翼	つばさ	鳥が空を飛ぶための体の部分
z0a?p4SWjn	資料	しりょう	調べものに使うための情報や書類
l~NmOzhRCG	親しい	したしい	仲が良くて気を遣わない関係
BBCky?}uTL	計算	けいさん	数字を使って答えを出すこと
jI69[bU`~Q	途端	とたん	何かが起きたその瞬間を表す言葉
rC`wd~J-JY	盗む	ぬすむ	他人の物を無断で自分の物にする
Nitp/6=bh0	発揮	はっき	持っている能力を十分に出すこと
"q3R#xs?LBE"	辞める	やめる	今の仕事や役目から離れる
cB|~^)pc[<	荒い	あらい	動きや扱い方が乱暴な様子
"y3aS0#U!&1"	意図	いと	心の中で考えている狙い
hZu3@(2s7T	便利	べんり	使うのに役立って手間が省ける
"t#*tMpm+dK"	伏せる	ふせる	身を低くして相手に見つからないようにする
z~x;jUO),w	宝石	ほうせき	輝く貴重な装飾用の石
wNrCq+Ihg&	衣装	いしょう	舞台や特別な時に着る服
GUF|)XUpnb	駅	えき	電車に乗り降りするための施設
Gz`Nk3_^SR	布団	ふとん	夜寝る時に敷いて使う寝具
l}Ed%tHu[g	一生懸命	いっしょうけんめい	全力で真剣に頑張る様子
"NM67DD8*-#"	上手	じょうず	技術が優れていて見事な様子
Fv3bLXO0Nu	嫉妬	しっと	他人が恵まれているのをねたむ気持ち
A9N)ki@vK_	下着	したぎ	服の下に直接身につける衣類
Q{_n[Xr($_	老人	ろうじん	年を取った男性や女性
G&]C;n2tV$	合流	ごうりゅう	別々に移動していたものが一つになる
P=82I3HmO.	汚れる	よごれる	きれいだったものが不潔な状態になる
va1KC)@T,,	唐突	とうとつ	前触れなく突然である様子
q(}K/`oEO>	台詞	せりふ	演劇などで俳優が言う文
ukf_Acp?Lu	都合	つごう	物事の進行に関する事情
p9hCX3wfGb	一週間	いっしゅうかん	ちょうど七日間の期間
B[6WU{_a+v	封印	ふういん	開かないようにきちんと閉ざすこと
xMnQTpRw,}	号	ごう	何かを特定するための番号
Hd!K}M+L}M	仕草	しぐさ	無意識にする動作や表情
tzJx=6ts0U	級	きゅう	実力や品質によるランク
w+T/S~$]T|	そんな風に	そんなふうに	そういう方法ややり方で
gjR?aV4@V;	傍	そば	人や物のすぐ隣の場所
DB~xtXtK}[	眼差し	まなざし	相手を見つめる時の目の表情
"e[7ZRmu0#q"	召喚	しょうかん	別の場所から呼び寄せること
cZrchKpI4(	積む	つむ	物を上に重ねて高くする
Ne_Ng`Kg+^	岩	いわ	大きな天然の石のかたまり
G`PY-[NQJL	選択肢	せんたくし	複数の選べる候補の中の一つ
A=`(1rPbOw	遮る	さえぎる	進行や光を邪魔して通さない
J51$7W^iU$	舞う	まう	空中でくるくる回るように動く
Oipzc?5=w,	風呂	ふろ	体を温めるためにお湯に入る場所
"ui,,4#/1;^"	息を吐く	いきをつく	肺の中の空気を口から出す
Ct=jT?5f{m	活躍	かつやく	自分の持っている力を発揮して働く
G7[K/a</i,	台	だい	物を下から支えるための道具
x@mpJ+?HYh	攻める	せめる	戦いで相手に向かっていく
i0$2?^a0Ki	半ば	なかば	全体の真ん中あたりの地点
OJNvc1-=@:	力強い	ちからづよい	頼りになると感じさせる様子
"x?,SkV#9d?"	飾る	かざる	部屋や物を美しく見せる
Q(pHm27(>	時計	とけい	時間を知るための道具
yp>[Q).P*s	倍	ばい	数量が二倍になること
Kga@0%-Q,4	刀	かたな	日本刀のような細長い武器
d5el!Az-<X	権利	けんり	法律で認められた自由や利益
kB/@ZH8MBq	脇	わき	体の胴体の左右の部分
z04CJ9p&Tl	奴隷	どれい	他人に所有されて働かされる人
Kk:u93K~+@	移す	うつす	物を別の場所に動かす
di|kM(O>2+	連続	れんぞく	切れ目なく続く状態のこと
PCjKjd&PT<	いつも通り	いつもどおり	毎日と変わらない普段の様子
i+qN>>Yg~Y	化け物	ばけもの	人間とは思えない恐ろしい姿
n~1w_naFEm	再会	さいかい	離れていた人と再び出会うこと
