Guid	Word	Reading	ContextHint
c70TB;gDKp	役	やく	劇などで演じる担当の人物
q~EnMfV/>k	焦る	あせる	結果を急いで心が落ち着かない
NO,=ejQxfW	川	かわ	山から海へ流れる水の通り道
JAF{(dj=2v	唯一	ゆいいつ	ただ一つだけで他にないこと
hYyYsq9-y-	中央	ちゅうおう	物事のまん中にあたる場所
y;?OD~ba`j	突っ込む	つっこむ	勢いよく中へ入り込む
F;95+GKzVv	技術	ぎじゅつ	物を作るための専門的な方法
jm!gA:L-)^	素晴らしい	すばらしい	感動するほどとても良い様子
LAu//ws9E,	単純	たんじゅん	仕組みが複雑でなく簡単なこと
tA<Zlzwb*o	穏やか	おだやか	波風が立たず落ち着いた様子
"Cgt(G~_t#+"	撃つ	うつ	銃や弓で的に向かって発射する
sI}NYU,A[V	拾う	ひろう	落ちているものを地面から手に取る
eoUr6Z(mKJ	隙	すき	物の間のわずかな空間
jC[-f@1oHL	毒	どく	体に入ると害になる物質
mxi,LiV]tU	馬	うま	人が乗ったり荷物を運ぶ大きな動物
M&jD^kGf_u	趣味	しゅみ	楽しみのためにする活動
FhGK&uf6T*	価値	かち	物事の重要な度合いのこと
dd4k@Tcn|t	万	まん	千の十倍の大きな数字
x6Cq~1>hWm	額	がく	顔の目の上から髪の生え際のあたり
z<]1K|CdvH	殿下	でんか	王子や王族に対する敬称
xqV[[f`nZn	吸う	すう	息や空気を体内に入れる
x~vGIS+d7h	護衛	ごえい	危険から人を守るために付き添う
lg/^MbHTS0	鳴る	なる	物が自然に音を発する
K-y!v6J|.v	研究	けんきゅう	物事を詳しく調べて考えること
K7kWs-woU_	別れる	わかれる	一緒にいた人と離れ離れになる
oCn9GEOFR^	拳	こぶし	指を強く握り固めた手の状態
MMmL9~1|71	着替える	きがえる	今着ている服を別の服に替える
<+&?gaWzs	箱	はこ	物を入れる四角い容器
trN1,Jo:g/	無言	むごん	何も言わずに黙っている状態
lH/H9ub>Nh	夏	なつ	一年で最も暑い季節のこと
gMim_K:QeY	お姉ちゃん	おねえちゃん	年上の女性きょうだいを親しみを込めて呼ぶ言葉
y<k--4mz8N	裏切る	うらぎる	信頼していた相手をだます
n*a{g,6=eL	焼く	やく	食物を火で加熱して食べられるようにする
ygV,@I+>7f	怪我	けが	事故などで体を傷つけること
p05W{8K/$6	今夜	こんや	今日の夜のことを指す
"bp#CW!KOo@"	門	もん	建物の入り口に立つ大きな構造物
I}uUKW[11*	妻	つま	結婚した相手の女性のこと
"A#5Vld(PHD"	発言	はつげん	会議や集まりで自分の意見を述べること
zpf^4CFa5C	正確	せいかく	間違いがなく確かな様子
q~XKmFAqo}	上手い	うまい	非常に巧みで見事な様子
"t5#(oo?O,>"	速度	そくど	動くものの速さの度合い
QTv!`LR6vu	謎	なぞ	答えがはっきりしない不思議なこと
HT*4lE^KJ0	文字	もじ	言葉を表すために使う記号
ydE{1Fy%Ht	吐く	はく	口から息や物を外に出す
"f;SHV#,Kn3"	鬼	おに	角があり強いと言い伝えの生き物
k|ZBOz~f^0	刺激	しげき	感覚に強く作用して反応を起こさせるもの
cof!@u2idz	最も	もっとも	たくさんある中で一番程度が高い
A!083_Vgtt	制服	せいふく	学校や会社で決められた同じ服装
x1PtV9c027	爆発	ばくはつ	火薬などが急激に大きな音を立てて破裂する
F+6Z7>JBV?	訓練	くんれん	技術や体力を高めるために繰り返し練習する
yu@K|8AI>Y	脱ぐ	ぬぐ	着ている服を体から取り去る
Ale=N6e>1)	お嬢様	おじょうさま	裕福な家の若い女性への丁寧な呼び方
sJ[i8L|eX=	寄る	よる	目的地に行く途中で他の場所に立ち止まる
M5bV$`~AIC	貸す	かす	自分の物を人に使わせる
lfHe1O+xKP	六	ろく	五の次に来る数字のこと
p|Mix%.,n]	喉	のど	食べ物が通る首の内部の部分
P.D&AhY+^*	有名	ゆうめい	広く知られていて評判が高い
Rd_3Na:3OQ	船	ふね	水上を移動する乗り物
K8j2Q;pjMx	転がる	ころがる	物が回転しながら動く
N:ol5!5A}j	空く	あく	込んでいた状態が解消される
Dj?^-A]2P3	警察	けいさつ	犯罪を取り締まる公的な組織
A|47q2H9we	悲鳴	ひめい	怖い思いをした時に思わず出す声
J~z^}Z+r)^	捕まえる	つかまえる	逃げるものを手でしっかりとらえる
"Ol%#uF&Z*X"	早速	さっそく	ためらわずにすぐ行動を起こす様子
<iG&,brv%	お腹	おなか	体の前側の食べ物を入れる部分
cu^~r5.55s	掃除	そうじ	部屋をきれいに片付けること
"ls/z-9|#2u"	硬い	かたい	力を加えても形が変わらないさま
kPFHjB|RnF	応える	こたえる	期待や質問に対して適切に返す
hTJ0_&?%q2	漏らす	もらす	内緒の話をうっかり外に出す
bIPCn[(4Am	旅	たび	遠くへ行くための移動の行程
Dw)AYR{%b0	絵	え	紙などに描かれた色や線の作品
QGZ_MyS@yH	組む	くむ	複数のものを合わせてひとつにする
v61xt,u@ni	沈黙	ちんもく	何も言わずに静かにしている状態
b9Bcsw{a+=	貴方	あなた	対話している相手を敬って指す言葉
h2,lDcWu{s	張る	はる	平らなものをぴんとのばして貼りつける
m&=92NDKZp	告白	こくはく	自分の気持ちを相手に正直に打ち明ける
KiAy>|2=]W	姫	ひめ	身分の高い家の娘への敬称
fC,n26Q:4*	潰す	つぶす	物に強い圧力をかけて形をくずす
l..I8(8BuY	含める	ふくめる	全体の中に入れて一緒に扱う
"D2J#rj1q[P"	育てる	そだてる	幼いものを大人になるまで世話する
dxe5OZHi3^	優秀	ゆうしゅう	能力が高く非常に優れていること
rNiw6aYc?>	一本	いっぽん	細長いものを数える言葉
n.3OSKu@cY	解く	とく	問題の答えを明らかにする
vr_aIkKoo0	微妙	びみょう	良いとも悪いとも簡単に言えない様子
P6Lsf>v2?c	この世	このよ	今自分たちが生きている現実の世界
Kfu!Nx;JkS	七	なな	六の次に来る数字のこと
L$o1714va%	香り	かおり	良い匂いが周りに漂うこと
DqS(vjR*rX	効く	きく	薬や方法が期待通りの効果を出す
GF`h*hxw+Y	使用	しよう	物を目的に合わせて使うこと
"CYAn=Kd#pl"	道具	どうぐ	作業をする時に使うための器具
OY%>O=_C91	洗う	あらう	汚れているものを水できれいにする
u2|0A34cIl	手段	しゅだん	目的を達成するための具体的な方法
v[u*{uwo{@	誤解	ごかい	事実と違った風に相手が受け取ること
cOP!p<It/W	応援	おうえん	頑張っている人を声や行動で励ます
xR8[aruH.&	覆う	おおう	物の上に別のものをかけて隠す
l7OA=3pwBU	今年	ことし	今現在の年から次の年までの間
Ci9fW<Jp|=	雪	ゆき	冬に空から白く降ってくるもの
oY~,zM_{BE	円	えん	日本で使われているお金の単位
E4T]JSano>	入り口	いりぐち	建物や場所に入るための開口部
fa~{N|[?eW	苦笑	くしょう	困った時に無理に出す笑い
jwyQM=*4tW	酷い	ひどい	程度が著しく通常の範囲を超えている
yR:L3b:Dc^	一方	いっぽう	物事を対比して示す時の言葉
NW;QdH4k|@	古い	ふるい	作られてから長い時間が経っている
op3pZWwD;q	懐かしい	なつかしい	過去の良い思い出を思い出す気持ち
l5hu7>f~Lt	才能	さいのう	生まれつき持っている優れた能力
QK;+^WSU?%	左	ひだり	心臓がある方と反対側の方角
iwzaS@G4!Q	様々	さまざま	色々な種類があって統一されていない
ki7>Vndrjz	病院	びょういん	病気や怪我を治療する施設
A=qwH)Gw0_	比べる	くらべる	複数のものを並べて違いを見る
h$ib?%<D[$	氷	こおり	水が固まって冷たくなったもの
PyuIXznI`r	狭い	せまい	面積が少なくて余裕がない様子
Dv8T?UM+U*	動揺	どうよう	予想外のことに心が落ち着かない
F-0bS.vZ_!	物語	ものがたり	作者が創作した話の内容
Qe->Oj8Uim	文句	もんく	不満を相手に伝える言葉
f~CRF4r,PL	至る	いたる	長い過程を経てある状態に達する
5%hiBo=o]	魚	さかな	水中で泳いで暮らす動物
P$Ldez!P&$	鳥	とり	空を飛べる羽のある動物
vDvrl7[ytp	映る	うつる	鏡や画面に姿や形が写る
J&c%GZv~Z^	一生	いっしょう	生まれてから死ぬまでの全ての期間
q@Z+(c,~]X	紙	かみ	書くために木から作られた薄いもの
EW$G!d.~[I	降る	ふる	空から雨や雪が下に落ちてくる
mDB.2q39N-	複雑	ふくざつ	要素が絡み合って単純に言えない様子
pXf@s8uopx	投げる	なげる	手に持った物を遠くへ放る
AO>Q8Ywgv=	左右	さゆう	向かって二つの方向の両側
PVTUQ*wDSt	選択	せんたく	複数の候補から好きなものを選ぶこと
LnDumCDc<.	調査	ちょうさ	詳しいことがらを調べて明らかにする
lH7s17wLxc	例えば	たとえば	具体的な例をあげる時の言葉
K_Z`V=9n(E	従う	したがう	上の人の指示に沿って行動する
vlLODwuc%|	果たす	はたす	約束したことを完全にやり遂げる
D^LNRZ+uIo	騒ぐ	さわぐ	大きな声を出して周りがうるさくなる
evt@ayUEX8	増す	ます	数量や程度がより大きくなる
"H9Uy:Z#Z1g"	天井	てんじょう	部屋の上の面を区切る水平面
KxJ$Y1-O!N	兵士	へいし	軍隊に所属して戦う任務の人
vmcORbZU2)	満ちる	みちる	空だった場所がいっぱいになる
L),>rEmdIY	背負う	せおう	荷物を背中にのせて運ぶ
B/m_gd~DIu	ご飯	ごはん	日本人が毎日食べる白い主食
gL!!Wc[dE-	想い	おもい	心の中で強く感じること
f(TnukMjcg	操る	あやつる	機械や人を思い通りに動かす
GU/$at(]<&	呼吸	こきゅう	空気を吸ったり吐いたりする動作
b%bvqKBj!i	真似	まね	他人の動作や話し方と同じようにすること
E}WqXL{Xxk	温かい	あたたかい	適度に熱があって心地よい状態
J^!MsU71a6	偉い	えらい	地位が高くて立派な様子
M,twWo|%nh	違和感	いわかん	周りと合わなくて何か変だと感じること
Om-b__4_0x	対象	たいしょう	行為や感情を向ける相手やもの
s)?jX%6`M}	整える	ととのえる	乱れたものをきちんとした状態にする
N]Ccg4?.Gn	沈む	しずむ	水の中へ下の方に落ちていく
zw05=>!1sK	保つ	たもつ	今の状態を続けて維持する
pi=HQ?7o~>	歴史	れきし	昔の人々の出来事を記録したもの
shmBdyX<;l	島	しま	周りを全て水で囲まれた陸地
rk9FqAWZ_^	竜	りゅう	伝説に登場するうろこのある長い生き物
y%gow.(O4c	鼻	はな	顔の中央で匂いをかぐ出っ張った部分
qTek4}>U4&	担当	たんとう	ある仕事を引き受けて責任を持つこと
l7~tTfdio>	片手	かたて	左右どちらか一方の手
N<%>]{x+^(	幼い	おさない	年齢が小さくて十分に成長していない
D_yl^sTVZ8	学ぶ	まなぶ	先生などから知識や技を身につける
MW:~:Bn$HR	強引	ごういん	他人の意見を無視して自分の意見を通す
Pm?zq!BQQ|	盾	たて	攻撃から身を守るための道具
fBWNxSncb_	先日	せんじつ	あまり遠くない過去のある日
c$s`c{;tPO	情けない	なさけない	みっともなくて恥ずかしい気持ちになる
c3(D7o)bOI	太陽	たいよう	毎日東から昇って西に沈む明るい星
"L>Z0CBgb#0"	踏む	ふむ	足の裏で地面や物の上にのる
It.pc!|Y>F	勇者	ゆうしゃ	冒険に出て悪と戦う主人公
yJ)&k=[n7M	印象	いんしょう	そのものから受けるイメージや感じ
y_m&%e;bW^	支配	しはい	権力を使って思うままに従わせる
QiO|@*yA;v	把握	はあく	状況をしっかりと理解して確認すること
O.gYiTB$Zr	絶望	ぜつぼう	希望が全く消えてなくなる状態
J{X-Ya>9sD	察する	さっする	直接聞かなくても事情を推し量る
lbC.RA}-vq	漂う	ただよう	空気や水の中にふわふわと浮いて流れる
BsmDOMv+*Z	探る	さぐる	隠れているものを慎重に探す
ICQXp2/PQL	戸惑う	とまどう	どうすればいいか分からず迷う
"tF5%#79T8["	参る	まいる	困った時や降参する時に使う表現
gfz81Ov21O	見下ろす	みおろす	高い場所から下の方を見る
Ob+Wpesk&Z	燃える	もえる	火がついて激しく熱くなる
hPb0}kt78v	首を傾げる	くびをかしげる	疑問に思った時に無意識にする頭の動き
P4=nhkk)FB	暴れる	あばれる	力を抑えられず激しく動き回る
r]azf%f[hC	越える	こえる	ある境界や敷居の向こう側へ行く
hN.wKFHyD-	精神	せいしん	人の心や考え方の働き
za{GgZS;eY	宣言	せんげん	自分の意見や方針を公式に発表すること
"nCM>@aK0E#"	挟む	はさむ	二つのものの間に他の物を差し入れる
u=S:rh$coj	防ぐ	ふせぐ	悪いことが起きないように事前に止める
PzZgNQ3;}W	野郎	やろう	乱暴な言葉で男を指す表現
jj[M.Gth-3	預ける	あずける	大切な物を他の人に託して守ってもらう
CLeS]!Dr!M	責める	せめる	人の過失をとがめて追及する
Im`Y*@Z<l@	掛ける	かける	壁などに物をかけてつるす
nsSMYS|_QW	崩れる	くずれる	積み上がっていたものが形を保てずに落ちる
qY<]ljm^bl	春	はる	冬の次に来る暖かい季節
B`wKiIM4FD	鏡	かがみ	自分の姿を映すための表面
z~zo]+Lk0X	貫く	つらぬく	物の一方から他方まで突き抜ける
s1ssFYm{Dv	固まる	かたまる	柔らかいものが硬い状態に変わる
hGMnD>87=*	秒	びょう	時間の単位で六十で一分になる
Mk0y{0SL:(	平和	へいわ	戦争や争いがなく穏やかな状態
