Guid	Word	Reading	ContextHint
PIJb,5<8Kz	寂しい	さびしい	独りで心細く感じる
MQ}gW`d/`;	正しい	ただしい	道理に外れていない
mq!%_7MQ@j	武器	ぶき	戦いで使う道具
mSKaGv~b8V	語る	かたる	詳しく話して聞かせる
EG*{WmRYKo	妙	みょう	普通と違って不思議
Bcv(;Kou`B	影	かげ	光を遮ってできる暗い像
zg7)|{M50H	多分	たぶん	確信はないがおそらく
kqEaEEy,Ov	協力	きょうりょく	互いに力を合わせる
"roqS#f>+f("	覚悟	かくご	最悪の事態を承知する
"r_m}#s>_d;"	連れる	つれる	一緒に連れて行く
ndi7tb@:NL	低い	ひくい	位置が標準より下
eEiE>NG39Y	木	き	幹と枝を持つ植物
K)^:vnU&$d	忙しい	いそがしい	することが多くて休めない
kcCGnlM~_q	面倒	めんどう	手間がかかって煩わしい
k*bVo9I;@G	闇	やみ	光が全くない真っ暗さ
3?&9k]((v	告げる	つげる	重要なことを伝える
c6F,0Z9v~0	下さる	くださる	くれるの尊敬語
O:={fh}hg)	微笑む	ほほえむ	口元を緩めて優しく笑う
w0JGLf.W|T	お父さん	おとうさん	自分の親である男性の呼称
q}*y!|&ffe	兄	あに	自分より年上の男性きょうだい
l8T=Y9Cfo0	余計	よけい	必要以上で余分
G.H2/dqb^&	誘う	さそう	一緒に何かするよう勧める
B0%}|0eLvU	付き合う	つきあう	相手と行動を共にする
JT&Lof|3=u	村	むら	田園地帯の小規模集落
PGK,@|wxCn	人物	じんぶつ	一人ひとりの個性的な人間
ACm-3}rY]]	数	かず	物の多さを表す概念
mjP(34~H2I	危ない	あぶない	怪我や損失の恐れがある
rBbTc&_!<1	断る	ことわる	申し出を拒否する
t/laFC4VZA	巨大	きょだい	通常より極端に大きい
KfE`pAnstA	最高	さいこう	等級や程度が一番上
G;|pWDT7xo	傷	きず	刃物や衝撃でできた損害
sZE_bc7qdo	怒り	いかり	不満や害への強い反発感情
oYr.1,G@a4	効果	こうか	行いの結果現れる効き目
:?V:C7gm!	代わりに	かわりに	別のもので代替する時
BvBhbwd/s8	直接	ちょくせつ	仲介を挟まず面と向かって
"LDWH#1enzI"	抜ける	ぬける	中から外へ出る
f-d3d9%`%c	暗い	くらい	光量が十分でない
p[;@~z,nf$	息	いき	肺呼吸で吸ったり吐いたり
GZn_gO$<S-	駄目	だめ	役に立たず見込みがない
m:2m%:e9dn	点	てん	ごく小さな丸い印
eT+-sGNT*h	参加	さんか	集まりに加わる
vtF-8$Nlwk	既に	すでに	もうその時点で
b6U}@meP-^	遠い	とおい	距離や時間が大きく離れている
m_-e[R_+N`	描く	えがく	線や色で形を表す
tgrCnMe)9l	生徒	せいと	学校で学ぶ者の総称
s0<G9zkP|9	詳しい	くわしい	細かいところまでよく知っている
jmF`oIAaAu	触る	さわる	手で軽く当てる
o_>wS*(PIR	降りる	おりる	高い所から低い所へ下りる
g^szja8EiC	半分	はんぶん	全体を二等分した片方
QbOSe6p+=P	五	ご	四の次の数のこと
d3F{1_:;u5	耐える	たえる	苦痛や負荷に負けず続ける
kQ=4y4ib[U	立場	たちば	その人の置かれた状況や地位
"n/#Qe:ofB;"	石	いし	硬くて重い天然の鉱物
gijZuH;Z-Z	挨拶	あいさつ	出会いや別れの儀礼的言葉
"mKeWo.#hN4"	相談	そうだん	意見を出し合って決める
pMSzGm*3(C	練習	れんしゅう	上手くなるために繰り返す
yVP~8*d^x_	抱える	かかえる	両腕で囲んで支える
q~X,Gh~;u6	示す	しめす	指や物で相手に知らせる
k,e^JGi*<U	成功	せいこう	目指した結果を実現する
vYk9g]IUF%	抱く	いだく	腕でしっかり囲む
p)P2YB,I%A	味	あじ	舌で感じる食べ物の感覚
fnLZvJqMwx	男性	だんせい	成人した男子
cJ|NQEfOi^	背後	はいご	あるものの後ろ側
w-^KW/m@lb	否定	ひてい	そうでないと打ち消す
Q20Eu&4Ydw	輝く	かがやく	強い光を放つ
"mT#DsY9$D8"	熱	ねつ	高い温度のエネルギー
"nv6tj/6MD#"	厳しい	きびしい	基準が高くて容赦がない
KBE$iw;-k5	匂い	におい	鼻で感じる刺激
LQU.K8n!@s	席	せき	座るための場所
nC|ES/71QJ	売る	うる	代金と交換で品物を渡す
"m8c5FPng#Q"	暮らす	くらす	毎日の生活を送る
t$vUhz3,cY	利用	りよう	役立つものとして使いこなす
sem$[U%W`%	限り	かぎり	及ぶ範囲の全て
IQQZ*c2B{1	経験	けいけん	実際に体験して得た知識
r>KN]EK5V}	変化	へんか	状態や内容が変わること
ndq:Aiajxq	王子	おうじ	王様の息子
k}[u+Sm=%=	居る	いる	その場所に存在する
F@>BD*G$_i	満足	まんぞく	希望通りで不足がない
tJ&g>sJBF/	命令	めいれい	上位者が下位者に指図する
B;/`{Na!`Z	主	ぬし	そのものの所有者
hObF(u-r[Z	美味しい	おいしい	食べて良い味だと感じる
BOOUk@mmPP	手紙	てがみ	文面を書いて送る伝達手段
j(%8Y=M.k-	他人	たにん	自分以外の人
uTgal(pMyd	格好	かっこう	外から見た姿や服装
t2;&:gP)M|	光景	こうけい	目に映る景色や様子
jlXR<p(P_R	親	おや	自分を生んだ父と母
sm13^gnsoF	時代	じだい	歴史的な区切り期間
igW.Gd?>&3	作戦	さくせん	目的達成のための計画
n=;|tr)[op	苦しい	くるしい	肉体的精神的に辛い
F?s;09x8Ta	明るい	あかるい	光が十分でよく見える
MQ9:87Nfw8	原因	げんいん	物事を起こした元
zj,?zOhr%J	廊下	ろうか	部屋と部屋をつなぐ通路
qYXA19iJ%:	大人	おとな	年を取って成熟した人
NYO]6MgP;0	人々	ひとびと	多くの人間たち
vB7=,_9m,$	肌	はだ	体の表面を覆う組織
KY:JY-LdJ$	押す	おす	手や指で前方に力を加える
K3qeyu^e^f	平気	へいき	何とも思わない様子
Ee9@Dqxqho	悲しい	かなしい	辛くて涙が出そう
K_83WAz<.r	皆さん	みなさん	大勢の人への丁寧な呼びかけ
"q(i!@#f4+s"	戦闘	せんとう	敵と戦うこと
ey&<H@Ul&%	炎	ほのお	燃え上がる熱い光
QKFPgAlip%	恐怖	きょうふ	強い恐れの気持ち
L:+i{Q$F*B	迷う	まよう	選択できずに悩む
puD2K[f+N@	火	ひ	燃焼で生じる高温の光
O<>_6dL$>p	機会	きかい	何かをする良い時
Q}9nMv76HR	恐ろしい	おそろしい	非常に怖い
irYFsT=1b%	借りる	かりる	後で返す約束で使う
bvM*7b<+hz	外す	はずす	付いているものを取り除く
IY0x&b;t,:	地	ち	足元の固い表面
M$Ji|t%:(E	姉	あね	自分より年上の女性きょうだい
"g#*to}2+D%"	速い	はやい	単位時間の移動量が多い
pujaCrt0K<	短い	みじかい	長さや時間が少ない
GH@gQP0QG<	改めて	あらためて	もう一度新たに
g`g-/o^LZ	包む	つつむ	物の周りを覆う
"u1+<Gh-+#*"	位置	いち	物体が占める場所
"N^(#gr(=yT"	打つ	うつ	手や道具で叩く
fNk>85AKF=	目指す	めざす	目標に向かって進む
NO?LD&Z8y7	秘密	ひみつ	人に知られていない事柄
oOXRo6$J6E	屋敷	やしき	広い敷地を持つ邸宅
tIi>)S|mbp	限界	げんかい	これ以上無理な境界線
WDX=UWNLt	勝負	しょうぶ	優劣を決める競い合い
gUk`wIXcMs	星	ほし	夜空に輝く光る天体
pcZ_{c[*k6	明らか	あきらか	疑いようがない明白さ
oT2eUg?eo1	悩む	なやむ	よい方法が分からず苦しむ
c[YeSWB{<:	我が	わが	自分の所有を強調する語
ni7(d;<85_	集中	しゅうちゅう	一つのことに注意を集める
m!*?5eAy$n	裏	うら	表面の反対側
E[R<G.zd[3	薄い	うすい	厚みや濃度が少ない
uks3=cPqZZ	回復	かいふく	元の健康な状態に戻る
qGc_h!S52{	方向	ほうこう	進むべき向き
ARq!:{zV3:	殿	どの	身分の高い者への敬称
c<1O?D?O^d	新た	あらた	今までにない新しい
DB~U0$z%[d	随分	ずいぶん	程度がかなりである様子
t7<H~LCfI*	尋ねる	たずねる	分からないことを聞く
k,JE&PG)f<	椅子	いす	腰掛けるための家具
tF9%^by1)!	城	しろ	領主が住む防御建築
z.d@5O3Q3Z	お茶	おちゃ	日本茶や飲料全般
q0,v:HHJU+	雨	あめ	空から降る水滴
K=6Q|?hx;[	日本	にほん	東アジアにある島国
u%8qF:q0c_	教室	きょうしつ	授業を行う部屋
p(%cE6[?|4	超える	こえる	基準を上回る
"r:v6#Uj+36"	馬鹿	ばか	知能や判断力が足りない
z|g>:y=e8Y	凄い	すごい	能力や程度が並外れてすごい
hp+ED5N23M	遠慮	えんりょ	控え目に慎むこと
tE8Kg/]@J@	迎える	むかえる	来る人を待ち受ける
zykC;jdl[?	魂	たましい	肉体に宿る精神の核
y=~N6$Ts@o	暇	ひま	自由に使える時間
G0<NzZ,+oL	息子	むすこ	親から見た男の子の子
pMDh-IPZ(;	消す	けす	火や電気を止める
nGb<}Z*igL	調子	ちょうし	物事の進行具合
p!=?>VZ,_t	お互い	おたがい	互いに相手に対して
u5KmloAE&^	猫	ねこ	人気のペットの哺乳類
bjb!u/^|*+	犬	いぬ	人に飼われる身近な動物
poI|,G).z:	後悔	こうかい	後になって悔やむ
H*yLl:3[Sa	希望	きぼう	こうなってほしい願い
JF^j:V-;!@	下がる	さがる	位置や程度が低くなる
"E*#O)|@R@`"	訪れる	おとずれる	人や場所を尋ねる
xaF}LsU3<i	褒める	ほめる	良いところを認めて称える
BEoPx0nicu	性格	せいかく	その人の気質や性質
"u#7BBd!f{v"	写真	しゃしん	被写体を写した画像
Ds7I0B%OX)	薬	くすり	病気や怪我を治すもの
m5+Lg,4>wV	友人	ゆうじん	親しく付き合う仲間
o19co7)1p=	去る	さる	その場所から離れる
K6J_yI%W4~	お兄ちゃん	おにいちゃん	兄を親しみ込めて呼ぶ
"gO_uyP18#G"	腹	はら	胴体の前面下部
QA3TEQH/34	階段	かいだん	上下階をつなぐ段差の連続
rd5Q$Z.t,4	適当	てきとう	いい加減にやる様子
nz[V`%4Xj1	頂く	いただく	もらうの謙譲語
f7dyF]=aps	舌	した	口の中の味を感じる器官
OKE+G;Qp<`	興奮	こうふん	感情が高ぶって落ち着かない
AZtHE2U0]h	関わる	かかわる	関係を持つ
C>&F9MY!4K	実際に	じっさいに	本当にその通り
OtB_q)^B45	迫る	せまる	時間や危険が近づく
s&XmAJGALJ	疑問	ぎもん	疑わしく思う気持ち
lDt|?p}e$L	指示	しじ	どうすべきか指図する
uLDfz~w[2l	揺れる	ゆれる	左右に動く
f]`2IArwI.	楽	らく	苦労がなくのんびり
l7R7SWM<dN	勘違い	かんちがい	思い違いをすること
u$Oz3.}6t6	警戒	けいかい	危険に備えて注意する
K?~H[NgV%	月	つき	夜空に浮かぶ衛星
">#`]0G(J1"	疑う	うたがう	真実かどうか怪しむ
vHpP7*/7^w	電話	でんわ	遠くの相手と会話する機器
M3t&NCX5IC	成長	せいちょう	育って大きくなる
gY5hrdBiEG	鋭い	するどい	切れ味が良くて良く通る
fb8`oP,Hb|	証拠	しょうこ	事実を証明する根拠
ute@W}=wus	紹介	しょうかい	人に知ってもらう
"I/#0E2GIAh"	超	ちょう	普通の程度を越えている
gr$tPU-9p{	作業	さぎょう	目的を持って行う仕事
s$%NjNCT]F	重要	じゅうよう	とても大切で欠かせない
kr6H;=|@SE	鍵	かぎ	施錠するための金属具
C.}eXMW_/0	衝撃	しょうげき	強い力で激しくぶつかる
qT`JrA0,PF	巻き込む	まきこむ	渦の中に入れる
sBORNq+!y,	差し出す	さしだす	前に出して渡す
vzb7TRvNLr	軍	ぐん	大規模な戦闘組織
g`B.&@Z!mU	悔しい	くやしい	負けて無念でたまらない
"JFu,[-#p8^"	破壊	はかい	壊して元の形を無くす
