Guid	Word	Reading	ContextHint
"v?;q/S#lUZ"	皆無	かいむ	少しも残っていない状態
wC)={c_[:6	食器	しょっき	ご飯を盛るための道具
"c};~=JgII#"	羽織る	はおる	上着を肩に軽くかける
O/.)-l8MWX	討つ	うつ	敵を武力でたおすこと
g05/~pKw+M	執着	しゅうちゃく	ある物事にこだわること
mir>k-}H>i	番組	ばんぐみ	テレビで決まった時間に放送される内容
Na>{4A^%D/	脅かす	おびやかす	危険を感じさせて不安にさせる
H-${N<pE,F	密か	ひそか	人に知られないようにやる様子
v^g+AtPj2x	潜入	せんにゅう	こっそりと中にはいり込むこと
LZcZg&oIR2	幻想	げんそう	現実にはないくうそうの世界
"!zQRdT)U#"	万全	ばんぜん	準備がかんぜんで隙のない様子
z3Di}O+rRK	切り札	きりふだ	最後の手段として温存した秘密
qPY10q=k+I	浄化	じょうか	汚れや悪いものを取り除くこと
N0|{Nn-3jr	栄養	えいよう	体を健康に保つための成分
iK`A1q}.AH	男達	おとこだて	複数のだんせいをまとめて指す言葉
b/aQzJIOqj	取材	しゅざい	記事のための情報を集めること
OFQY~AH^I9	灯り	あかり	部屋や道を照らす明かり
E9T$f+.gAD	目の当たり	まのあたり	自分のめで直接見る様子
xiAzjy3zI:	強いる	しいる	嫌がる人に無理やりさせる
nkXii[oCek	委員長	いいんちょう	会議や組織の代表者のこと
oLFT_f~G/!	猿	さる	森に住む人間に似た動物
L3!KI]ZFx9	乳房	ちぶさ	女性の胸にある器官のこと
gHyTZ)&5@X	延々	えんえん	長い時間ずっと続く様子
y7LTUSf`Di	封筒	ふうとう	手紙を入れる紙のふくろ
yc-Z,FDsAS	募る	つのる	気持ちや勢いが強くなる
cm(W]&&Hid	逃走	とうそう	追跡からにげてはしり去ること
M&Hpv0L`7l	日差し	ひざし	太陽から降りそそぐ光
"y#rp(?+.4y"	喫茶店	きっさてん	コーヒーや軽食を楽しめるみせ
"l##Dv4IZTh"	企画	きかく	新しいことを始めるけいかく
p$gMPlic78	宰相	さいしょう	国の政治の最高責任者
oyI5tF{pG(	紳士	しんし	礼儀正しく品のある男性
rW?s9+5JCb	枯れる	かれる	草木が水分を失ってしぼむ
CF,8k;c=7G	嫁ぐ	とつぐ	女性が結婚して家に入る
o[RFF<m)t!	青春	せいしゅん	人生で一番若くて活気のある時期
dl.1L)d>;t	改善	かいぜん	悪い点を直して良くすること
A6;^y6qB|!	偽り	いつわり	真実ではない言葉や行い
fNYjP-NEu(	絶える	たえる	続いていたものが途切れる
Dy&!7`loDD	庶民	しょみん	貴族ではない一般の人々
EQ<PrM,EgP	感嘆	かんたん	素晴らしさに心を打たれる
q}=o47$UjA	懸念	けねん	悪い結果を心配する気持ち
f:|wE/2gh%	採用	さいよう	人や案を選んで取り入れること
fl28ZL3w>X	幕	まく	舞台の前を覆う大きな布
DO<_qwdYx9	収納	しゅうのう	物をしまって整理すること
-0)yMbb*+	四つ	よっつ	三の次にくる数のもの
i?x*fm2^gh	短剣	たんけん	先の尖った小型の刃物
A=i~0{Dit^	照明	しょうめい	部屋をあかるくするための設備
A]7wRPek@h	侮る	あなどる	相手を低く見てバカにする
L/.{Q=H1HC	港	みなと	船が出入りするしせつ
qUT|/ySHHw	棟	むね	建物の屋根の一番高いところ
"szVXX>#V]T"	信仰	しんこう	神や宗教をしんじ従うこと
^cYkPg[ld	折角	せっかく	苦労してやっとの思いで
F:6<q7I5F,	お家	おうち	かぞくが住んでいる建物
c2<<Q4=oeC	縄	なわ	細く長く編んだ丈夫な紐
pf(S}c$Hmk	悪戯	いたずら	人に迷惑をかける遊び
fxh}3wTxDn	蜜	みつ	花から採れる甘い液体
rVRpd-^W1d	訪問	ほうもん	人に会うために家に行くこと
B:)9D};L+O	自業自得	じごうじとく	じぶんの行いの報いをじぶんで受けること
Bp&<Qoy3E0	狂気	きょうき	理性を失った精神状態
hoFtIW*elZ	彼方	かなた	遠く離れた場所のこと
xt)R7VQXpx	側から	そばから	すぐにという意味の副詞
"K3QMH#+`xn"	厳重	げんじゅう	警戒が非常にきびしい様子
ur-=}/S3+j	唾	つば	口の中にたまる水分のこと
mXlK>i6@$Q	跳躍	ちょうやく	地面を蹴って高く飛ぶこと
okUbyHS&.C	凶悪	きょうあく	人の命を奪うような残酷さ
CD)q]_8T<6	零れる	こぼれる	液体が容器からあふれ出る
oZJF)|^+Mw	取り繕う	とりつくろう	欠点を隠して体裁を整える
hnQ~Ha]*JV	拳銃	けんじゅう	片手で持って撃つ武器
Ab!Y3eu_F,	販売	はんばい	商品をお客さんにうること
hDw89u3bB|	要塞	ようさい	敵を防ぐための堅固な施設
jW)XoS6z%M	雑魚	ざこ	取るに足らない小さな生き物
kL5;lQ)y~C	恩	おん	受けた親切に感謝する気持ち
y`%D!ms?_W	区	く	行政上のまとまりのこと
H0Lmmi)F]Q	双方	そうほう	二つの立場や当事者のりょうほう
hRI.mAepUo	訂正	ていせい	誤った部分を直すこと
oahuTl?3$5	同盟	どうめい	複数の勢力が団結した組織
C[%(HDk0Lu	恐縮	きょうしゅく	迷惑をかけて申し訳なく思う
ieG0m:WI+?	紋章	もんしょう	家や組織を表す印のこと
u1/931bmC!	形成	けいせい	あるかたちを作り上げること
"y@n:%BL#X;"	粉	こな	細かい粒状の物質のこと
o@NoPe58V*	縫う	ぬう	針と糸で布を繋ぎ合わせる
xIqI3Ozp_!	胴体	どうたい	首から足の上までの部分
cu>&<5^T].	林	はやし	木がたくさん生えている場所
JHg%]X$R-9	流行る	はやる	多くの人の間で広がる
"Pf~$vV#_h?"	妊娠	にんしん	お腹に子供ができること
Dc=MYVt(m!	汁	しる	料理の中の液体の部分
Mx+e@PUM&B	忍び込む	しのびこむ	気付かれないように中に入る
DL(Kg!+:fB	総	そう	すべてを合わせた全体
CR|%?(?1E3	見透かす	みすかす	相手の考えをすべてみぬく
i=[_5QO%x(	助言	じょげん	問題解決のためことばがけ
kWZAlzc-(1	天然	てんねん	人の手が加わっていない素材のまま
EmUr0pK=DG	日記	にっき	まいにちの出来事を綴ったもの
"QdC@z*#Yub"	往復	おうふく	行って帰ってくること
ikH?bQR4)Y	写る	うつる	カメラに姿が映ること
NHJ>=jy6{l	頰	ほお	顔の左右にある柔らかい部分
w=j=&~rM,k	商店街	しょうてんがい	多くのみせが並ぶ通り
QAnVxL<2E,	筆頭	ひっとう	リストや組織の一番目
"gh#m8l,qf."	幅	はば	物の横方向の長さのこと
Hhn8>PaQJd	愚痴	ぐち	不満をだらだら言うこと
eT=LzGU=(u	講義	こうぎ	大学で先生が話す授業
eyzD0aDUT!	泉	いずみ	地面から水が湧き出る場所
CG=j:=[+3R	並み	なみ	特別ではない普通の程度
"NhD;<p%]#U"	豊富	ほうふ	量が多くて足りている様子
DK4$sBD*7{	弄ぶ	もてあそぶ	相手を遊び感覚で扱う
"m!f#8/iSQ7"	虎	とら	しま模様のある大きな肉食獣
hw@VUpa0<l	担ぐ	かつぐ	重い物の下に入れて持ち上げる
zwTPe?9Ge{	滑らか	なめらか	表面がつるつるしている様子
d/TK9>7VqD	行き来	ゆきき	ある場所へいったりきたり
v2V^t%,f+`	離脱	りだつ	グループから抜け出ること
OT_I1%teYq	装甲	そうこう	戦車などに付ける防護板
T72G*x+mI	足下	あしもと	自分の立っている場所の地面
cOVHO&HP8z	息苦しい	いきぐるしい	呼吸がしづらくてつらい
MK;MQp0mD)	杯	はい	お酒を注いで飲むための容器
hSP:UvszN2	猛烈	もうれつ	勢いが極めて激しい様子
E9NaPnnWNL	側面	そくめん	物事の一つの見方や立場
CP]}z%wd%R	有様	ありさま	物事のその時の状態や姿
JWtY6J?jzH	宴	うたげ	多くの人が集まって飲食を楽しむ催し
