#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:9
QVN3SBjGM4	GRKD-Tegaki	GRKD-Tegaki::1段	第一	だいいち	[sound:第一 だいいち.mp3]	優先順位が最も高いもの		
K}?~hfT3Zp	GRKD-Tegaki	GRKD-Tegaki::1段	机	つくえ	[sound:机 つくえ.mp3]	勉強や仕事に使う家具		
"o#NG>nii2B"	GRKD-Tegaki	GRKD-Tegaki::1段	遅れる	おくれる	[sound:遅れる おくれる.mp3]	約束の時刻に間に合わない		
ggAf<(:-On	GRKD-Tegaki	GRKD-Tegaki::1段	車	くるま	[sound:車 くるま.mp3]	四つのタイヤがついた乗り物		
K!7s?aSD-2	GRKD-Tegaki	GRKD-Tegaki::1段	展開	てんかい	[sound:展開 てんかい.mp3]	物事が次々と繰り広げられる		
pp&S:N$gqG	GRKD-Tegaki	GRKD-Tegaki::1段	学園	がくえん	[sound:学園 がくえん.mp3]	生徒が集まって学ぶ施設		
zJ:*Qh8ZL[	GRKD-Tegaki	GRKD-Tegaki::1段	怪しい	あやしい	[sound:怪しい あやしい.mp3]	本当かどうか疑わしい様子		
Kj)VJ+;{8~	GRKD-Tegaki	GRKD-Tegaki::1段	型	かた	[sound:型 かた.mp3]	同じ形状を複製するための原型		
pj{K{G2Dbk	GRKD-Tegaki	GRKD-Tegaki::1段	右手	みぎて	[sound:右手 みぎて.mp3]	多くの人が箸を持つ方の腕		
iF{n*0g^*m	GRKD-Tegaki	GRKD-Tegaki::1段	偶然	ぐうぜん	[sound:偶然 ぐうぜん.mp3]	予期しない出来事が突然起きること		
Ey2BF2LJ+.	GRKD-Tegaki	GRKD-Tegaki::1段	柔らかい	やわらかい	[sound:柔らかい やわらかい.mp3]	触ると弾力があるさま		
zhk(n.I8%:	GRKD-Tegaki	GRKD-Tegaki::1段	感触	かんしょく	[sound:感触 かんしょく.mp3]	物に手で触れた時の感覚		
s[En?@?D30	GRKD-Tegaki	GRKD-Tegaki::1段	壊れる	こわれる	[sound:壊れる こわれる.mp3]	機械が動かなくなったり破損する		
FTyh$qsZMg	GRKD-Tegaki	GRKD-Tegaki::1段	苦手	にがて	[sound:苦手 にがて.mp3]	自分にとって不得意な分野		
lmirspsvl^	GRKD-Tegaki	GRKD-Tegaki::1段	試す	ためす	[sound:試す ためす.mp3]	本当かどうか確かめてみる		
CiN{s86Sku	GRKD-Tegaki	GRKD-Tegaki::1段	立派	りっぱ	[sound:立派 りっぱ.mp3]	堂々として非の打ちどころがない		
s9*mW`TMHb	GRKD-Tegaki	GRKD-Tegaki::1段	一歩	いっぽ	[sound:一歩 いっぽ.mp3]	前に進むための小さな動作		
c|4(zZPW(:	GRKD-Tegaki	GRKD-Tegaki::1段	弟	おとうと	[sound:弟 おとうと.mp3]	自分より年下の男性きょうだい		
zD`{GB+,Tw	GRKD-Tegaki	GRKD-Tegaki::1段	提案	ていあん	[sound:提案 ていあん.mp3]	会議などで意見を出すこと		
ri-`|O@heU	GRKD-Tegaki	GRKD-Tegaki::1段	責任	せきにん	[sound:責任 せきにん.mp3]	自分がやったことに対する義務		
tAXQ}s=Ek-	GRKD-Tegaki	GRKD-Tegaki::1段	抑える	おさえる	[sound:抑える おさえる.mp3]	感情や動きを無理に止める		
"bh*#>8[_iE"	GRKD-Tegaki	GRKD-Tegaki::1段	客	きゃく	[sound:客 きゃく.mp3]	店や家に来る外部の人		
i=_ik3Lkg>	GRKD-Tegaki	GRKD-Tegaki::1段	王国	おうこく	[sound:王国 おうこく.mp3]	王様が支配している国		
g-:q+&,`Mz	GRKD-Tegaki	GRKD-Tegaki::1段	抵抗	ていこう	[sound:抵抗 ていこう.mp3]	外力に対して逆らう力		
Kx/2DACK.V	GRKD-Tegaki	GRKD-Tegaki::1段	混乱	こんらん	[sound:混乱 こんらん.mp3]	物事が入り乱れて整理できない状態		
M{]tqJF(nU	GRKD-Tegaki	GRKD-Tegaki::1段	条件	じょうけん	[sound:条件 じょうけん.mp3]	何かをするために必要な約束事		
g&5xosVC=E	GRKD-Tegaki	GRKD-Tegaki::1段	為	ため	[sound:為 ため.mp3]	目的や理由を表す言葉		
pLC;@}JbPV	GRKD-Tegaki	GRKD-Tegaki::1段	迷惑	めいわく	[sound:迷惑 めいわく.mp3]	他人に嫌な思いをさせること		
C)S5Y?eBIo	GRKD-Tegaki	GRKD-Tegaki::1段	例	れい	[sound:例 れい.mp3]	説明の時に示す具体的事柄		
z-;FUL?89f	GRKD-Tegaki	GRKD-Tegaki::1段	頼る	たよる	[sound:頼る たよる.mp3]	他の人の助けをあてにする		
B(}y,!2@e0	GRKD-Tegaki	GRKD-Tegaki::1段	完璧	かんぺき	[sound:完璧 かんぺき.mp3]	欠点が全くなく非の打ち所がない		
pZ`%FPh&Al	GRKD-Tegaki	GRKD-Tegaki::1段	日々	ひび	[sound:日々 ひび.mp3]	毎日毎日続く普段の生活		
AW.0d%NCoX	GRKD-Tegaki	GRKD-Tegaki::1段	行為	こうい	[sound:行為 こうい.mp3]	人が意識的にする動作や行動		
J@IWyh9{N~	GRKD-Tegaki	GRKD-Tegaki::1段	減る	へる	[sound:減る へる.mp3]	数量がだんだん少なくなる		
wy2FzP?cZa	GRKD-Tegaki	GRKD-Tegaki::1段	思考	しこう	[sound:思考 しこう.mp3]	頭の中でいろいろ考えること		
ma,KGT{kkA	GRKD-Tegaki	GRKD-Tegaki::1段	解決	かいけつ	[sound:解決 かいけつ.mp3]	問題をなくして終わらせる		
vgh0.43YNl	GRKD-Tegaki	GRKD-Tegaki::1段	冷静	れいせい	[sound:冷静 れいせい.mp3]	感情に流されず落ち着いている		
zR{N1vd=2m	GRKD-Tegaki	GRKD-Tegaki::1段	天	てん	[sound:天 てん.mp3]	空のずっと上にある大きな空間		
ogopXsxn[.	GRKD-Tegaki	GRKD-Tegaki::1段	己	おのれ	[sound:己 おのれ.mp3]	自分自身を指す古い言い方		
E3^0i.M~?Q	GRKD-Tegaki	GRKD-Tegaki::1段	四	よん	[sound:四 よん.mp3]	三の次に来る数字のこと		
"v=?)#{w&=>"	GRKD-Tegaki	GRKD-Tegaki::1段	常に	つねに	[sound:常に つねに.mp3]	いつも変わらず同じ状態で		
P-YZZ6<L`N	GRKD-Tegaki	GRKD-Tegaki::1段	犯人	はんにん	[sound:犯人 はんにん.mp3]	悪いことをした疑いがある人		
K_U%10+;r:	GRKD-Tegaki	GRKD-Tegaki::1段	訳	わけ	[sound:訳 わけ.mp3]	物事の理由や事情を説明するもの		
OV{C6i+I{w	GRKD-Tegaki	GRKD-Tegaki::1段	許可	きょか	[sound:許可 きょか.mp3]	何かをしても良いと認めること		
MxeD}O8)[g	GRKD-Tegaki	GRKD-Tegaki::1段	閉じる	とじる	[sound:閉じる とじる.mp3]	開いていたものを元の状態に戻す		
Loc&[ba5BP	GRKD-Tegaki	GRKD-Tegaki::1段	重ねる	かさねる	[sound:重ねる かさねる.mp3]	物の上にさらに同じ物を置く		
L_=y&K)~K]	GRKD-Tegaki	GRKD-Tegaki::1段	細い	ほそい	[sound:細い ほそい.mp3]	太さがなく線のような様子		
ti;l=uRA7t	GRKD-Tegaki	GRKD-Tegaki::1段	久しぶり	ひさしぶり	[sound:久しぶり ひさしぶり.mp3]	長い時間が経って再会した時の挨拶		
CrB@j{fejL	GRKD-Tegaki	GRKD-Tegaki::1段	目立つ	めだつ	[sound:目立つ めだつ.mp3]	周囲より強調されて見える		
N~:M_>)={f	GRKD-Tegaki	GRKD-Tegaki::1段	到着	とうちゃく	[sound:到着 とうちゃく.mp3]	目的地へたどりつくこと		
Hq^K15,`r:	GRKD-Tegaki	GRKD-Tegaki::1段	抱きしめる	だきしめる	[sound:抱きしめる だきしめる.mp3]	愛情を込めて強く人をかかえる		
opAb@?O[|K	GRKD-Tegaki	GRKD-Tegaki::1段	通う	かよう	[sound:通う かよう.mp3]	決まった場所に繰り返し行く		
G7Tyn~op1D	GRKD-Tegaki	GRKD-Tegaki::1段	殴る	なぐる	[sound:殴る なぐる.mp3]	拳で相手を強く打ちつける		
gER+6?P-=*	GRKD-Tegaki	GRKD-Tegaki::1段	引っ張る	ひっぱる	[sound:引っ張る ひっぱる.mp3]	物を手前に強く引き寄せる		
c-?BNCQqQ`	GRKD-Tegaki	GRKD-Tegaki::1段	了解	りょうかい	[sound:了解 りょうかい.mp3]	相手の言ったことを認めて承知する		
lyXT4q<wS3	GRKD-Tegaki	GRKD-Tegaki::1段	戦争	せんそう	[sound:戦争 せんそう.mp3]	国と国との間の武力による争い		
z!:t+*b{9-	GRKD-Tegaki	GRKD-Tegaki::1段	寒い	さむい	[sound:寒い さむい.mp3]	気温が低くて体が冷える感じ		
nJ$<l7t1Ds	GRKD-Tegaki	GRKD-Tegaki::1段	酒	さけ	[sound:酒 さけ.mp3]	大人が飲むアルコール入りの飲み物		
KB;-qmGiv_	GRKD-Tegaki	GRKD-Tegaki::1段	恋人	こいびと	[sound:恋人 こいびと.mp3]	お互いに愛し合っている相手		
r`EWio4&oT	GRKD-Tegaki	GRKD-Tegaki::1段	一切	いっさい	[sound:一切 いっさい.mp3]	否定と一緒に使い全部という意味		
Mq`-ZMI1bQ	GRKD-Tegaki	GRKD-Tegaki::1段	穴	あな	[sound:穴 あな.mp3]	地面や壁にあいた空洞		
H.JF7]*)Qg	GRKD-Tegaki	GRKD-Tegaki::1段	依頼	いらい	[sound:依頼 いらい.mp3]	人に仕事や用事を頼むこと		
"bvAv#[,,l~"	GRKD-Tegaki	GRKD-Tegaki::1段	青い	あおい	[sound:青い あおい.mp3]	空や海のような色合い		
"g;,#,]gBBn"	GRKD-Tegaki	GRKD-Tegaki::1段	辛い	つらい	[sound:辛い つらい.mp3]	精神的な苦痛が大きく耐え難いさま		
IBV[Pd&sYO	GRKD-Tegaki	GRKD-Tegaki::1段	光る	ひかる	[sound:光る ひかる.mp3]	暗闇で明るく輝く様子		
dOXNhb6gd	GRKD-Tegaki	GRKD-Tegaki::1段	苦労	くろう	[sound:苦労 くろう.mp3]	大変な努力や苦しい経験を重ねる		
"P#z?U@RiF)"	GRKD-Tegaki	GRKD-Tegaki::1段	罪	つみ	[sound:罪 つみ.mp3]	法や道徳に反する行い		
LI>s_oFGDs	GRKD-Tegaki	GRKD-Tegaki::1段	授業	じゅぎょう	[sound:授業 じゅぎょう.mp3]	学校で先生が生徒に教える時間		
Nu+WD(ue%n	GRKD-Tegaki	GRKD-Tegaki::1段	最悪	さいあく	[sound:最悪 さいあく.mp3]	状態がこれ以上ないほど悪いこと		
Q=[8/6G,OX	GRKD-Tegaki	GRKD-Tegaki::1段	何故	なぜ	[sound:何故 なぜ.mp3]	その理由をたずねる時の言葉		
yJL+I|F~cu	GRKD-Tegaki	GRKD-Tegaki::1段	式	しき	[sound:式 しき.mp3]	祝い事などの正式な催し		
"Gn#KHK*FlS"	GRKD-Tegaki	GRKD-Tegaki::1段	人形	にんぎょう	[sound:人形 にんぎょう.mp3]	人の形に作られた遊び道具		
fusmcjw&gX	GRKD-Tegaki	GRKD-Tegaki::1段	結ぶ	むすぶ	[sound:結ぶ むすぶ.mp3]	紐の端を組み合わせてつなぐ		
lkRA@)g!ok	GRKD-Tegaki	GRKD-Tegaki::1段	計画	けいかく	[sound:計画 けいかく.mp3]	未来に向けて事前に立てる予定		
fG(g/z0A5{	GRKD-Tegaki	GRKD-Tegaki::1段	囲む	かこむ	[sound:囲む かこむ.mp3]	真ん中を周りから取り巻く		
"ps]#VkrtPV"	GRKD-Tegaki	GRKD-Tegaki::1段	知識	ちしき	[sound:知識 ちしき.mp3]	勉強や経験で身につけた内容		
Eqrl~S^WGy	GRKD-Tegaki	GRKD-Tegaki::1段	注意	ちゅうい	[sound:注意 ちゅうい.mp3]	気をつけてよく見たり聞いたりすること		
fBxr@qaEY^	GRKD-Tegaki	GRKD-Tegaki::1段	経つ	たつ	[sound:経つ たつ.mp3]	時間が過ぎ去っていく		
B(uWj1MBj{	GRKD-Tegaki	GRKD-Tegaki::1段	問う	とう	[sound:問う とう.mp3]	相手に話しかけて答えを求める		
jldIKBv);d	GRKD-Tegaki	GRKD-Tegaki::1段	申し訳ない	もうしわけない	[sound:申し訳ない もうしわけない.mp3]	謝るときに使う丁寧な表現		
ONGmx5(xQn	GRKD-Tegaki	GRKD-Tegaki::1段	汗	あせ	[sound:汗 あせ.mp3]	暑い時や運動した時に体から出る液体		
DRbk(&@Uv^	GRKD-Tegaki	GRKD-Tegaki::1段	異常	いじょう	[sound:異常 いじょう.mp3]	普通の状態と明らかに違うこと		
ClC`!:9_wc	GRKD-Tegaki	GRKD-Tegaki::1段	非常	ひじょう	[sound:非常 ひじょう.mp3]	程度が極端で普通ではないこと		
flH`f-*e(K	GRKD-Tegaki	GRKD-Tegaki::1段	膝	ひざ	[sound:膝 ひざ.mp3]	座るときに地面につける脚の関節部分		
"DVN<1#Mv&|"	GRKD-Tegaki	GRKD-Tegaki::1段	馬車	ばしゃ	[sound:馬車 ばしゃ.mp3]	馬に引かせる昔の乗り物		
c70TB;gDKp	GRKD-Tegaki	GRKD-Tegaki::1段	役	やく	[sound:役 やく.mp3]	劇などで演じる担当の人物		
q~EnMfV/>k	GRKD-Tegaki	GRKD-Tegaki::1段	焦る	あせる	[sound:焦る あせる.mp3]	結果を急いで心が落ち着かない		
NO,=ejQxfW	GRKD-Tegaki	GRKD-Tegaki::1段	川	かわ	[sound:川 かわ.mp3]	山から海へ流れる水の通り道		
JAF{(dj=2v	GRKD-Tegaki	GRKD-Tegaki::1段	唯一	ゆいいつ	[sound:唯一 ゆいいつ.mp3]	ただ一つだけで他にないこと		
hYyYsq9-y-	GRKD-Tegaki	GRKD-Tegaki::1段	中央	ちゅうおう	[sound:中央 ちゅうおう.mp3]	物事のまん中にあたる場所		
y;?OD~ba`j	GRKD-Tegaki	GRKD-Tegaki::1段	突っ込む	つっこむ	[sound:突っ込む つっこむ.mp3]	勢いよく中へ入り込む		
F;95+GKzVv	GRKD-Tegaki	GRKD-Tegaki::1段	技術	ぎじゅつ	[sound:技術 ぎじゅつ.mp3]	物を作るための専門的な方法		
jm!gA:L-)^	GRKD-Tegaki	GRKD-Tegaki::1段	素晴らしい	すばらしい	[sound:素晴らしい すばらしい.mp3]	感動するほどとても良い様子		
LAu//ws9E,	GRKD-Tegaki	GRKD-Tegaki::1段	単純	たんじゅん	[sound:単純 たんじゅん.mp3]	仕組みが複雑でなく簡単なこと		
tA<Zlzwb*o	GRKD-Tegaki	GRKD-Tegaki::1段	穏やか	おだやか	[sound:穏やか おだやか.mp3]	波風が立たず落ち着いた様子		
"Cgt(G~_t#+"	GRKD-Tegaki	GRKD-Tegaki::1段	撃つ	うつ	[sound:撃つ うつ.mp3]	銃や弓で的に向かって発射する		
sI}NYU,A[V	GRKD-Tegaki	GRKD-Tegaki::1段	拾う	ひろう	[sound:拾う ひろう.mp3]	落ちているものを地面から手に取る		
eoUr6Z(mKJ	GRKD-Tegaki	GRKD-Tegaki::1段	隙	すき	[sound:隙 すき.mp3]	物の間のわずかな空間		
jC[-f@1oHL	GRKD-Tegaki	GRKD-Tegaki::1段	毒	どく	[sound:毒 どく.mp3]	体に入ると害になる物質		
mxi,LiV]tU	GRKD-Tegaki	GRKD-Tegaki::1段	馬	うま	[sound:馬 うま.mp3]	人が乗ったり荷物を運ぶ大きな動物		
M&jD^kGf_u	GRKD-Tegaki	GRKD-Tegaki::1段	趣味	しゅみ	[sound:趣味 しゅみ.mp3]	楽しみのためにする活動		
FhGK&uf6T*	GRKD-Tegaki	GRKD-Tegaki::1段	価値	かち	[sound:価値 かち.mp3]	物事の重要な度合いのこと		
dd4k@Tcn|t	GRKD-Tegaki	GRKD-Tegaki::1段	万	まん	[sound:万 まん.mp3]	千の十倍の大きな数字		
x6Cq~1>hWm	GRKD-Tegaki	GRKD-Tegaki::1段	額	がく	[sound:額 がく.mp3]	顔の目の上から髪の生え際のあたり		
z<]1K|CdvH	GRKD-Tegaki	GRKD-Tegaki::1段	殿下	でんか	[sound:殿下 でんか.mp3]	王子や王族に対する敬称		
xqV[[f`nZn	GRKD-Tegaki	GRKD-Tegaki::1段	吸う	すう	[sound:吸う すう.mp3]	息や空気を体内に入れる		
x~vGIS+d7h	GRKD-Tegaki	GRKD-Tegaki::1段	護衛	ごえい	[sound:護衛 ごえい.mp3]	危険から人を守るために付き添う		
lg/^MbHTS0	GRKD-Tegaki	GRKD-Tegaki::1段	鳴る	なる	[sound:鳴る なる.mp3]	物が自然に音を発する		
K-y!v6J|.v	GRKD-Tegaki	GRKD-Tegaki::1段	研究	けんきゅう	[sound:研究 けんきゅう.mp3]	物事を詳しく調べて考えること		
K7kWs-woU_	GRKD-Tegaki	GRKD-Tegaki::1段	別れる	わかれる	[sound:別れる わかれる.mp3]	一緒にいた人と離れ離れになる		
oCn9GEOFR^	GRKD-Tegaki	GRKD-Tegaki::1段	拳	こぶし	[sound:拳 こぶし.mp3]	指を強く握り固めた手の状態		
MMmL9~1|71	GRKD-Tegaki	GRKD-Tegaki::1段	着替える	きがえる	[sound:着替える きがえる.mp3]	今着ている服を別の服に替える		
<+&?gaWzs	GRKD-Tegaki	GRKD-Tegaki::1段	箱	はこ	[sound:箱 はこ.mp3]	物を入れる四角い容器		
trN1,Jo:g/	GRKD-Tegaki	GRKD-Tegaki::1段	無言	むごん	[sound:無言 むごん.mp3]	何も言わずに黙っている状態		
lH/H9ub>Nh	GRKD-Tegaki	GRKD-Tegaki::1段	夏	なつ	[sound:夏 なつ.mp3]	一年で最も暑い季節のこと		
gMim_K:QeY	GRKD-Tegaki	GRKD-Tegaki::1段	お姉ちゃん	おねえちゃん	[sound:お姉ちゃん おねえちゃん.mp3]	年上の女性きょうだいを親しみを込めて呼ぶ言葉		
y<k--4mz8N	GRKD-Tegaki	GRKD-Tegaki::1段	裏切る	うらぎる	[sound:裏切る うらぎる.mp3]	信頼していた相手をだます		
n*a{g,6=eL	GRKD-Tegaki	GRKD-Tegaki::1段	焼く	やく	[sound:焼く やく.mp3]	食物を火で加熱して食べられるようにする		
ygV,@I+>7f	GRKD-Tegaki	GRKD-Tegaki::1段	怪我	けが	[sound:怪我 けが.mp3]	事故などで体を傷つけること		
p05W{8K/$6	GRKD-Tegaki	GRKD-Tegaki::1段	今夜	こんや	[sound:今夜 こんや.mp3]	今日の夜のことを指す		
"bp#CW!KOo@"	GRKD-Tegaki	GRKD-Tegaki::1段	門	もん	[sound:門 もん.mp3]	建物の入り口に立つ大きな構造物		
I}uUKW[11*	GRKD-Tegaki	GRKD-Tegaki::1段	妻	つま	[sound:妻 つま.mp3]	結婚した相手の女性のこと		
"A#5Vld(PHD"	GRKD-Tegaki	GRKD-Tegaki::1段	発言	はつげん	[sound:発言 はつげん.mp3]	会議や集まりで自分の意見を述べること		
zpf^4CFa5C	GRKD-Tegaki	GRKD-Tegaki::1段	正確	せいかく	[sound:正確 せいかく.mp3]	間違いがなく確かな様子		
q~XKmFAqo}	GRKD-Tegaki	GRKD-Tegaki::1段	上手い	うまい	[sound:上手い うまい.mp3]	非常に巧みで見事な様子		
"t5#(oo?O,>"	GRKD-Tegaki	GRKD-Tegaki::1段	速度	そくど	[sound:速度 そくど.mp3]	動くものの速さの度合い		
QTv!`LR6vu	GRKD-Tegaki	GRKD-Tegaki::1段	謎	なぞ	[sound:謎 なぞ.mp3]	答えがはっきりしない不思議なこと		
HT*4lE^KJ0	GRKD-Tegaki	GRKD-Tegaki::1段	文字	もじ	[sound:文字 もじ.mp3]	言葉を表すために使う記号		
ydE{1Fy%Ht	GRKD-Tegaki	GRKD-Tegaki::1段	吐く	はく	[sound:吐く はく.mp3]	口から息や物を外に出す		
"f;SHV#,Kn3"	GRKD-Tegaki	GRKD-Tegaki::1段	鬼	おに	[sound:鬼 おに.mp3]	角があり強いと言い伝えの生き物		
k|ZBOz~f^0	GRKD-Tegaki	GRKD-Tegaki::1段	刺激	しげき	[sound:刺激 しげき.mp3]	感覚に強く作用して反応を起こさせるもの		
cof!@u2idz	GRKD-Tegaki	GRKD-Tegaki::1段	最も	もっとも	[sound:最も もっとも.mp3]	たくさんある中で一番程度が高い		
A!083_Vgtt	GRKD-Tegaki	GRKD-Tegaki::1段	制服	せいふく	[sound:制服 せいふく.mp3]	学校や会社で決められた同じ服装		
x1PtV9c027	GRKD-Tegaki	GRKD-Tegaki::1段	爆発	ばくはつ	[sound:爆発 ばくはつ.mp3]	火薬などが急激に大きな音を立てて破裂する		
F+6Z7>JBV?	GRKD-Tegaki	GRKD-Tegaki::1段	訓練	くんれん	[sound:訓練 くんれん.mp3]	技術や体力を高めるために繰り返し練習する		
yu@K|8AI>Y	GRKD-Tegaki	GRKD-Tegaki::1段	脱ぐ	ぬぐ	[sound:脱ぐ ぬぐ.mp3]	着ている服を体から取り去る		
Ale=N6e>1)	GRKD-Tegaki	GRKD-Tegaki::1段	お嬢様	おじょうさま	[sound:お嬢様 おじょうさま.mp3]	裕福な家の若い女性への丁寧な呼び方		
sJ[i8L|eX=	GRKD-Tegaki	GRKD-Tegaki::1段	寄る	よる	[sound:寄る よる.mp3]	目的地に行く途中で他の場所に立ち止まる		
M5bV$`~AIC	GRKD-Tegaki	GRKD-Tegaki::1段	貸す	かす	[sound:貸す かす.mp3]	自分の物を人に使わせる		
lfHe1O+xKP	GRKD-Tegaki	GRKD-Tegaki::1段	六	ろく	[sound:六 ろく.mp3]	五の次に来る数字のこと		
p|Mix%.,n]	GRKD-Tegaki	GRKD-Tegaki::1段	喉	のど	[sound:喉 のど.mp3]	食べ物が通る首の内部の部分		
P.D&AhY+^*	GRKD-Tegaki	GRKD-Tegaki::1段	有名	ゆうめい	[sound:有名 ゆうめい.mp3]	広く知られていて評判が高い		
Rd_3Na:3OQ	GRKD-Tegaki	GRKD-Tegaki::1段	船	ふね	[sound:船 ふね.mp3]	水上を移動する乗り物		
K8j2Q;pjMx	GRKD-Tegaki	GRKD-Tegaki::1段	転がる	ころがる	[sound:転がる ころがる.mp3]	物が回転しながら動く		
N:ol5!5A}j	GRKD-Tegaki	GRKD-Tegaki::1段	空く	あく	[sound:空く あく.mp3]	込んでいた状態が解消される		
Dj?^-A]2P3	GRKD-Tegaki	GRKD-Tegaki::1段	警察	けいさつ	[sound:警察 けいさつ.mp3]	犯罪を取り締まる公的な組織		
A|47q2H9we	GRKD-Tegaki	GRKD-Tegaki::1段	悲鳴	ひめい	[sound:悲鳴 ひめい.mp3]	怖い思いをした時に思わず出す声		
J~z^}Z+r)^	GRKD-Tegaki	GRKD-Tegaki::1段	捕まえる	つかまえる	[sound:捕まえる つかまえる.mp3]	逃げるものを手でしっかりとらえる		
"Ol%#uF&Z*X"	GRKD-Tegaki	GRKD-Tegaki::1段	早速	さっそく	[sound:早速 さっそく.mp3]	ためらわずにすぐ行動を起こす様子		
<iG&,brv%	GRKD-Tegaki	GRKD-Tegaki::1段	お腹	おなか	[sound:お腹 おなか.mp3]	体の前側の食べ物を入れる部分		
cu^~r5.55s	GRKD-Tegaki	GRKD-Tegaki::1段	掃除	そうじ	[sound:掃除 そうじ.mp3]	部屋をきれいに片付けること		
"ls/z-9|#2u"	GRKD-Tegaki	GRKD-Tegaki::1段	硬い	かたい	[sound:硬い かたい.mp3]	力を加えても形が変わらないさま		
kPFHjB|RnF	GRKD-Tegaki	GRKD-Tegaki::1段	応える	こたえる	[sound:応える こたえる.mp3]	期待や質問に対して適切に返す		
hTJ0_&?%q2	GRKD-Tegaki	GRKD-Tegaki::1段	漏らす	もらす	[sound:漏らす もらす.mp3]	内緒の話をうっかり外に出す		
bIPCn[(4Am	GRKD-Tegaki	GRKD-Tegaki::1段	旅	たび	[sound:旅 たび.mp3]	遠くへ行くための移動の行程		
Dw)AYR{%b0	GRKD-Tegaki	GRKD-Tegaki::1段	絵	え	[sound:絵 え.mp3]	紙などに描かれた色や線の作品		
QGZ_MyS@yH	GRKD-Tegaki	GRKD-Tegaki::1段	組む	くむ	[sound:組む くむ.mp3]	複数のものを合わせてひとつにする		
